0,884,1063,753,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,86,379,3,1,2,36,47,4,1,34,4,6,8,48,1,13,25,2,35,6,36,2,27,70,18,52,35,27,4,5,8,8,4,37,36,1,18,20,7,4,56,19
10,36,110,1,3,11,5,11,7,4,15,8,3,2,8,6,17,7,2,10
15,59,117,1,8,3,1,1,16,4,17,5,7,7,7,2,1,13,3
20,40,69,0,2,5,2,1,1,3,10,1,8,2,2,8
25,35,73,0,11,4,12,1,1,12,1,5,3,8,1,4,12,3,3
30,30,68,0,2,1,4,1,5,3,2,5,4,1,4,8,3,5,3
35,26,30,0,1,2,1
40,27,54,0,5,3,1,6,2,2,6,1,2,2,7
45,24,28,0,1,2,1
50,20,36,0,1,1,4,2,2,1,1,1,1,2,2
