0,1539,1673,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
5,98,337,0,6,9,4,4,2,1,5,26,25,30,9,22,20,10,22,18,9,6,1,6,25,2,3,5,1,5,9,1,1,45,4
10,48,138,0,8,1,15,13,7,1,4,10,5,6,17,10,28,9,4,10,17,6,8,7,8
15,56,230,0,5,1,8,5,18,13,12,7,9,15,19,4,3,5,1,7,2,30,2,3,4,1,14,5,26,21,5,4,7,2,23,5,11,13,1,1,10,30,9,16,4,1,3,11,1
20,41,50,0,1,2,2,3,1
25,48,94,0,8,7,6,6,4,4,4,7,1,6,3,2,4,2,2,5,4
30,29,33,0,2,1,1
35,27,55,0,3,3,3,3,6,7,1,1,6,5,4,4,2,1
40,25,35,0,2,1,2,2,3,1
45,23,37,0,3,2,3,2,1,3,1,3,1
50,16,21,0,1,1,1,1,1
