0,1646,1746,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,239,307,0,18,2,19,3,1,2,3,10,5,4,26,24,6,1
10,188,228,0,3,2,4,4,2,3,5,7,2,4,1,10,3,1,1
15,174,188,0,4,2,4,5,5,2
20,138,170,0,4,4,11,4,1,4,8,8,1,3,1
25,160,169,0,1,7,1
30,125,148,0,5,5,2,1,3,3,5,4,6,7,5,3,3
35,124,136,0,3,3,2,2,2
40,108,127,0,6,1,1,4,3,1,6,2,1
45,104,107,0,1,1,1
50,84,84,0
